t/s,X1/degC,Y/%,X2/degC,X3/degC
1517.6,57.28,50.0,50.59,47.08
1517.8,57.28,50.0,50.59,47.08
1518.0,57.28,50.0,50.59,47.08
1518.2,57.28,50.0,50.59,47.08
1518.4,57.28,50.0,50.59,47.08
1518.6,57.28,50.0,50.59,47.08
1518.8,57.28,50.0,50.59,47.08
1519.0,57.28,50.0,50.59,47.08
1519.2,57.28,50.0,50.59,47.08
1519.4,57.28,50.0,50.59,47.08
1519.6,57.28,50.0,50.59,47.08
1519.8,57.28,50.0,50.59,47.08
1520.0,57.28,50.0,50.59,47.08
1520.2,57.28,50.0,50.59,47.08
1520.4,57.28,50.0,50.59,47.08
1520.6,57.28,50.0,50.59,47.08
1520.8,57.28,50.0,50.59,47.08
1521.0,57.28,50.0,50.59,47.08
1521.2,57.28,50.0,50.59,47.08
1521.4,57.28,50.0,50.59,47.08
1521.6,57.28,50.0,50.59,47.08
1521.8,57.28,50.0,50.59,47.08
1522.0,57.28,50.0,50.59,47.08
1522.2,57.28,50.0,50.59,47.08
1522.4,57.28,50.0,50.59,47.08
1522.6,57.28,50.0,50.59,47.08
1522.8,57.28,50.0,50.59,47.08
1523.0,57.28,50.0,50.59,47.08
1523.2,57.28,50.0,50.59,47.08
1523.4,57.57,50.0,50.59,47.08
1523.6,57.57,50.0,50.59,47.08
1523.8,57.57,50.0,50.59,47.08
1524.0,57.57,50.0,50.59,47.08
1524.2,57.57,50.0,50.59,47.08
1524.4,57.57,50.0,50.59,47.08
1524.6,57.57,50.0,50.59,47.08
1524.8,57.57,50.0,50.59,47.08
1525.0,57.57,50.0,50.59,47.08
1525.2,57.57,50.0,50.59,47.08
1525.4,57.57,50.0,50.59,47.08
1525.6,57.57,50.0,50.59,47.08
1525.8,57.57,50.0,50.59,47.08
1526.0,57.57,50.0,50.59,47.08
1526.2,57.57,50.0,50.59,47.08
1526.4,57.24,50.0,50.59,47.08
1526.6,57.24,50.0,50.59,47.08
1526.8,57.24,50.0,50.59,47.08
1527.0,57.24,50.0,50.59,47.08
1527.2,57.24,50.0,50.59,47.08
1527.4,57.24,50.0,50.59,47.08
1527.6,57.5,50.0,50.59,47.08
1527.8,57.5,50.0,50.59,47.08
1528.0,57.5,50.0,50.59,47.08
1528.2,57.5,50.0,50.59,47.08
1528.4,57.5,50.0,50.59,47.08
1528.6,57.5,50.0,50.59,47.08
1528.8,57.5,50.0,50.59,47.08
1529.0,57.5,50.0,50.59,47.08
1529.2,57.5,50.0,50.59,47.37
1529.4,57.5,50.0,50.59,47.37
1529.6,57.5,50.0,50.59,47.37
1529.8,57.5,50.0,50.59,47.37
1530.0,57.5,50.0,50.59,47.37
1530.2,57.5,50.0,50.59,47.37
1530.4,57.5,50.0,50.59,47.37
1530.6,57.5,50.0,50.59,47.37
1530.8,57.5,50.0,50.59,47.37
1531.0,57.5,50.0,50.59,47.37
1531.2,57.5,50.0,50.59,47.37
1531.4,57.5,50.0,50.59,47.37
1531.6,57.5,50.0,50.59,47.37
1531.8,57.5,50.0,50.59,47.37
1532.0,57.5,50.0,50.59,47.37
1532.2,57.5,50.0,50.59,47.37
1532.4,57.5,50.0,50.59,47.37
1532.6,57.5,50.0,50.59,47.37
1532.8,57.5,50.0,50.59,47.37
1533.0,57.5,50.0,50.59,47.37
1533.2,57.5,50.0,50.59,47.37
1533.4,57.5,50.0,50.59,47.37
1533.6,57.5,50.0,50.59,47.37
1533.8,57.5,50.0,50.59,47.37
1534.0,57.5,50.0,50.59,47.37
1534.2,57.5,50.0,50.59,47.37
1534.4,57.5,50.0,50.59,47.37
1534.6,57.5,50.0,50.59,47.37
1534.8,57.5,50.0,50.59,47.37
1535.0,57.5,50.0,50.59,47.37
1535.2,57.5,50.0,50.59,47.37
1535.4,57.5,50.0,50.59,47.37
1535.6,57.5,50.0,50.59,47.37
1535.8,57.5,50.0,50.59,47.37
1536.0,57.5,50.0,50.59,47.37
1536.2,57.5,50.0,50.59,47.37
1536.4,57.5,50.0,50.59,47.37
1536.6,57.5,50.0,50.59,47.37
1536.8,57.5,50.0,50.59,47.37
1537.0,57.5,50.0,50.59,47.37
1537.2,57.5,50.0,50.59,47.37
1537.4,57.5,50.0,50.59,47.37
1537.6,57.5,50.0,50.59,47.37
1537.8,57.5,50.0,50.59,47.37
1538.0,57.5,50.0,50.59,47.37
1538.2,57.5,50.0,50.59,47.37
1538.4,57.5,50.0,50.59,47.37
1538.6,57.5,50.0,50.59,47.37
1538.8,57.5,50.0,50.59,47.37
1539.0,57.5,50.0,50.59,47.37
1539.2,57.5,50.0,50.59,47.37
1539.4,57.5,50.0,50.59,47.37
1539.6,57.5,50.0,50.59,47.37
1539.8,57.5,50.0,50.59,47.37
1540.0,57.5,50.0,50.59,47.37
1540.2,57.5,50.0,50.59,47.37
1540.4,57.5,50.0,50.59,47.37
1540.6,57.5,50.0,50.59,47.37
1540.8,57.5,50.0,50.59,47.37
1541.0,57.5,50.0,50.59,47.37
1541.2,57.5,50.0,50.59,47.37
1541.4,57.5,50.0,50.59,47.37
1541.6,57.5,50.0,50.59,47.37
1541.8,57.5,50.0,50.59,47.37
1542.0,57.5,50.0,50.59,47.37
1542.2,57.5,50.0,50.59,47.37
1542.4,57.5,50.0,50.59,47.37
1542.6,57.5,50.0,50.59,47.37
1542.8,57.5,50.0,50.59,47.37
1543.0,57.5,50.0,50.59,47.37
1543.2,57.5,50.0,50.59,47.37
1543.4,57.5,50.0,50.59,47.37
1543.6,57.5,50.0,50.59,47.37
1543.8,57.5,50.0,50.59,47.37
1544.0,57.5,50.0,50.59,47.37
1544.2,57.5,50.0,50.59,47.37
1544.4,57.5,50.0,50.59,47.37
1544.6,57.24,50.0,50.59,47.37
1544.8,57.24,50.0,50.59,47.37
1545.0,57.24,50.0,50.59,47.37
1545.2,57.24,50.0,50.59,47.37
1545.4,57.24,50.0,50.59,47.37
1545.6,57.24,50.0,50.59,47.37
1545.8,57.24,50.0,50.59,47.37
1546.0,57.24,50.0,50.59,47.37
1546.2,57.24,50.0,50.59,47.37
1546.4,57.24,50.0,50.59,47.37
1546.6,57.24,50.0,50.59,47.37
1546.8,57.24,50.0,50.59,47.37
1547.0,57.24,50.0,50.87,47.37
1547.2,57.24,50.0,50.87,47.37
1547.4,57.24,50.0,50.87,47.37
1547.6,57.24,50.0,50.87,47.37
1547.8,57.24,50.0,50.87,47.37
1548.0,57.24,50.0,50.87,47.37
1548.2,57.24,50.0,50.87,47.37
1548.4,57.24,50.0,50.87,47.37
1548.6,57.24,50.0,50.87,47.37
1548.8,57.24,50.0,50.87,47.37
1549.0,57.24,50.0,50.87,47.37
1549.2,57.24,50.0,50.87,47.37
1549.4,57.24,50.0,50.87,47.37
1549.6,57.24,50.0,50.87,47.37
1549.8,57.24,50.0,50.87,47.37
1550.0,57.24,50.0,50.87,47.37
1550.2,57.24,50.0,50.87,47.37
1550.4,57.24,50.0,50.87,47.37
1550.6,57.24,50.0,50.87,47.37
1550.8,57.24,50.0,50.87,47.37
1551.0,57.24,50.0,50.87,47.37
1551.2,57.24,50.0,50.87,47.37
1551.4,57.24,50.0,50.87,47.37
1551.6,57.24,50.0,50.87,47.37
1551.8,57.24,50.0,50.87,47.37
1552.0,57.24,50.0,50.87,47.37
1552.2,57.24,50.0,50.87,47.37
1552.4,57.24,50.0,50.87,47.37
1552.6,57.24,50.0,50.87,47.37
1552.8,57.24,50.0,50.87,47.37
1553.0,57.24,50.0,50.87,47.37
1553.2,57.24,50.0,50.87,47.37
1553.4,57.24,50.0,50.87,47.37
1553.6,57.24,50.0,50.87,47.37
1553.8,57.24,50.0,50.87,47.37
1554.0,57.24,50.0,50.87,47.37
1554.2,57.24,50.0,50.87,47.37
1554.4,57.24,50.0,50.87,47.37
1554.6,57.24,50.0,50.87,47.37
1554.8,57.24,50.0,50.87,47.37
1555.0,57.24,50.0,50.87,47.37
1555.2,57.24,50.0,50.87,47.37
1555.4,57.24,50.0,50.87,47.37
1555.6,57.24,50.0,50.87,47.37
1555.8,57.24,50.0,50.87,47.37
1556.0,57.24,50.0,50.87,47.37
1556.2,57.24,50.0,50.87,47.37
1556.4,57.24,50.0,50.87,47.37
1556.6,57.24,50.0,50.87,47.37
1556.8,57.24,50.0,50.87,47.37
1557.0,57.24,50.0,50.87,47.37
1557.2,57.24,50.0,50.87,47.37
1557.4,57.24,50.0,50.87,47.37
1557.6,57.24,50.0,50.87,47.37
1557.8,57.24,50.0,50.87,47.37
1558.0,57.24,50.0,50.87,47.37
1558.2,57.24,50.0,50.87,47.37
1558.4,57.24,50.0,50.87,47.37
1558.6,57.24,50.0,50.87,47.37
1558.8,57.24,50.0,50.87,47.37
1559.0,57.24,50.0,50.87,47.37
1559.2,57.24,50.0,50.87,47.37
1559.4,57.24,50.0,50.87,47.37
1559.6,57.24,50.0,50.87,47.37
1559.8,57.24,50.0,50.87,47.37
1560.0,57.24,50.0,50.87,47.37
1560.2,57.24,50.0,50.87,47.37
1560.4,57.24,50.0,50.87,47.37
1560.6,57.24,50.0,50.87,47.37
1560.8,57.24,50.0,50.87,47.37
1561.0,57.24,50.0,50.87,47.37
1561.2,57.24,50.0,50.87,47.37
1561.4,57.24,50.0,50.87,47.37
1561.6,57.24,50.0,50.87,47.37
1561.8,57.24,50.0,50.87,47.37
1562.0,57.24,50.0,50.87,47.37
1562.2,57.24,50.0,50.87,47.37
1562.4,57.24,50.0,50.87,47.37
1562.6,57.5,50.0,50.87,47.37
1562.8,57.5,50.0,50.87,47.37
1563.0,57.5,50.0,50.87,47.37
1563.2,57.5,50.0,50.87,47.37
1563.4,57.5,50.0,50.87,47.37
1563.6,57.5,50.0,50.87,47.37
1563.8,57.5,50.0,50.87,47.37
1564.0,57.5,50.0,50.87,47.37
1564.2,57.5,50.0,50.87,47.37
1564.4,57.5,50.0,50.87,47.37
1564.6,57.5,50.0,50.87,47.37
1564.8,57.5,50.0,50.87,47.37
1565.0,57.5,50.0,50.87,47.37
1565.2,57.5,50.0,50.87,47.37
1565.4,57.5,50.0,50.87,47.37
1565.6,57.5,50.0,50.87,47.37
1565.8,57.5,50.0,50.87,47.37
1566.0,57.5,50.0,50.87,47.37
1566.2,57.5,50.0,50.87,47.37
1566.4,57.5,50.0,50.87,47.37
1566.6,57.5,50.0,50.87,47.37
1566.8,57.5,50.0,50.87,47.37
1567.0,57.5,50.0,50.87,47.37
1567.2,57.5,50.0,50.87,47.37
1567.4,57.5,50.0,50.87,47.37
1567.6,57.5,50.0,50.87,47.37
1567.8,57.5,50.0,50.87,47.37
1568.0,57.5,50.0,50.87,47.37
1568.2,57.5,50.0,50.87,47.37
1568.4,57.5,50.0,50.87,47.37
1568.6,57.5,50.0,50.87,47.37
1568.8,57.5,50.0,50.87,47.37
1569.0,57.5,50.0,50.87,47.37
1569.2,57.5,50.0,50.87,47.37
1569.4,57.5,50.0,50.87,47.37
1569.6,57.5,50.0,50.87,47.37
1569.8,57.5,50.0,50.87,47.37
1570.0,57.5,50.0,50.87,47.37
1570.2,57.5,50.0,50.87,47.37
1570.4,57.5,50.0,50.87,47.37
1570.6,57.5,50.0,50.87,47.37
1570.8,57.5,50.0,50.87,47.37
1571.0,57.5,50.0,50.87,47.37
1571.2,57.5,50.0,50.87,47.37
1571.4,57.5,50.0,50.87,47.37
1571.6,57.5,50.0,50.87,47.37
1571.8,57.5,50.0,50.87,47.37
1572.0,57.5,50.0,50.87,47.37
1572.2,57.5,50.0,50.87,47.37
1572.4,57.5,50.0,50.87,47.37
1572.6,57.5,50.0,50.87,47.37
1572.8,57.5,50.0,50.87,47.37
1573.0,57.5,50.0,50.87,47.37
1573.2,57.5,50.0,50.87,47.37
1573.4,57.5,50.0,50.87,47.37
1573.6,57.5,50.0,50.87,47.37
1573.8,57.5,50.0,50.87,47.37
1574.0,57.5,50.0,50.87,47.37
1574.2,57.5,50.0,50.87,47.37
1574.4,57.5,50.0,50.87,47.37
1574.6,57.5,50.0,50.87,47.37
1574.8,57.5,50.0,50.87,47.37
1575.0,57.5,50.0,50.87,47.37
1575.2,57.5,50.0,50.87,47.37
1575.4,57.5,50.0,50.87,47.37
1575.6,57.5,50.0,50.87,47.37
1575.8,57.5,50.0,50.87,47.37
1576.0,57.5,50.0,50.87,47.37
1576.2,57.5,50.0,50.87,47.37
1576.4,57.5,50.0,50.87,47.37
1576.6,57.5,50.0,50.87,47.37
1576.8,57.5,50.0,50.87,47.37
1577.0,57.5,50.0,50.87,47.37
1577.2,57.5,50.0,50.87,47.37
1577.4,57.5,50.0,50.87,47.37
1577.6,57.5,50.0,50.87,47.37
1577.8,57.5,50.0,50.87,47.37
1578.0,57.5,50.0,50.87,47.37
1578.2,57.5,50.0,50.87,47.37
1578.4,57.5,50.0,50.87,47.37
1578.6,57.5,50.0,50.87,47.37
1578.8,57.5,50.0,50.87,47.37
1579.0,57.5,50.0,50.87,47.37
1579.2,57.5,50.0,50.87,47.37
1579.4,57.5,50.0,50.87,47.37
1579.6,57.5,50.0,50.87,47.37
1579.8,57.5,50.0,50.87,47.37
1580.0,57.5,50.0,50.87,47.37
1580.2,57.5,50.0,50.87,47.37
1580.4,57.5,50.0,50.87,47.37
1580.6,57.5,50.0,50.87,47.37
1580.8,57.5,50.0,50.87,47.37
1581.0,57.5,50.0,50.87,47.37
1581.2,57.5,50.0,50.87,47.37
1581.4,57.5,50.0,50.87,47.37
1581.6,57.5,50.0,50.87,47.37
1581.8,57.5,50.0,50.87,47.37
1582.0,57.5,50.0,50.87,47.37
1582.2,57.5,50.0,50.87,47.37
1582.4,57.5,50.0,50.87,47.37
1582.6,57.5,50.0,50.87,47.37
1582.8,57.5,50.0,50.87,47.37
1583.0,57.5,50.0,50.87,47.37
1583.2,57.5,50.0,50.87,47.37
1583.4,57.5,50.0,50.87,47.37
1583.6,57.5,50.0,50.87,47.37
1583.8,57.5,50.0,50.87,47.37
1584.0,57.5,50.0,50.87,47.37
1584.2,57.5,50.0,50.87,47.37
1584.4,57.5,50.0,50.87,47.37
1584.6,57.5,50.0,50.87,47.37
1584.8,57.5,50.0,50.87,47.37
1585.0,57.5,50.0,50.87,47.37
1585.2,57.5,50.0,50.87,47.37
1585.4,57.5,50.0,50.87,47.37
1585.6,57.5,50.0,50.87,47.37
1585.8,57.5,50.0,50.87,47.37
1586.0,57.5,50.0,50.87,47.37
1586.2,57.5,50.0,50.87,47.37
1586.4,57.5,50.0,50.87,47.37
1586.6,57.5,50.0,50.87,47.37
1586.8,57.5,50.0,50.87,47.37
1587.0,57.5,50.0,50.87,47.37
1587.2,57.5,50.0,50.87,47.37
1587.4,57.87,50.0,50.87,47.37
1587.6,57.87,50.0,50.87,47.37
1587.8,57.87,50.0,50.87,47.37
1588.0,57.87,50.0,50.87,47.37
1588.2,57.87,50.0,50.87,47.37
1588.4,57.87,50.0,50.87,47.37
1588.6,57.87,50.0,50.87,47.37
1588.8,57.87,50.0,50.87,47.37
1589.0,57.87,50.0,50.87,47.37
1589.2,57.87,50.0,50.87,47.37
1589.4,57.87,50.0,50.87,47.37
1589.6,57.87,50.0,50.87,47.37
1589.8,57.87,50.0,50.87,47.37
1590.0,57.87,50.0,50.87,47.37
1590.2,57.87,50.0,50.87,47.37
1590.4,57.87,50.0,50.87,47.37
1590.6,57.87,50.0,50.87,47.37
1590.8,57.87,50.0,50.87,47.37
1591.0,57.87,50.0,50.87,47.37
1591.2,57.87,50.0,50.87,47.37
1591.4,57.61,50.0,50.87,47.37
1591.6,57.61,50.0,50.87,47.37
1591.8,57.61,50.0,50.87,47.37
1592.0,57.61,50.0,50.87,47.37
1592.2,57.61,50.0,50.87,47.37
1592.4,57.61,50.0,50.87,47.37
1592.6,57.61,50.0,50.87,47.37
1592.8,57.61,50.0,50.87,47.37
1593.0,57.61,50.0,50.87,47.37
1593.2,57.61,50.0,50.87,47.37
1593.4,57.61,50.0,50.87,47.37
1593.6,57.61,50.0,50.87,47.37
1593.8,57.61,50.0,50.87,47.37
1594.0,57.61,50.0,50.87,47.37
1594.2,57.61,50.0,50.87,47.37
1594.4,57.61,50.0,50.87,47.37
1594.6,57.61,50.0,50.87,47.37
1594.8,57.61,50.0,50.87,47.37
1595.0,57.61,50.0,50.87,47.37
1595.2,57.61,50.0,50.87,47.37
1595.4,57.61,50.0,50.87,47.37
1595.6,57.61,50.0,50.87,47.37
1595.8,57.61,50.0,50.87,47.37
1596.0,57.61,50.0,50.87,47.37
1596.2,57.61,50.0,50.87,47.37
1596.4,57.61,50.0,50.87,47.37
1596.6,57.61,50.0,50.87,47.37
1596.8,57.61,50.0,50.87,47.37
1597.0,57.61,50.0,50.87,47.37
1597.2,57.61,50.0,50.87,47.37
1597.4,57.61,50.0,50.87,47.37
1597.6,57.61,50.0,50.87,47.37
1597.8,57.61,50.0,50.87,47.37
1598.0,57.61,50.0,50.87,47.37
1598.2,57.61,50.0,50.87,47.37
1598.4,57.61,50.0,50.87,47.37
1598.6,57.61,50.0,50.87,47.37
1598.8,57.61,50.0,50.87,47.37
1599.0,57.61,50.0,50.87,47.37
1599.2,57.61,50.0,50.87,47.37
1599.4,57.61,50.0,50.87,47.37
1599.6,57.61,50.0,50.87,47.37
1599.8,57.61,50.0,50.87,47.37
1600.0,57.61,50.0,50.87,47.37
1600.2,57.61,50.0,50.87,47.37
1600.4,57.61,50.0,50.87,47.37
1600.6,57.61,50.0,50.87,47.37
1600.8,57.61,50.0,50.87,47.37
1601.0,57.61,50.0,50.87,47.37
1601.2,57.61,50.0,50.87,47.37
1601.4,57.61,50.0,50.87,47.37
1601.6,57.61,50.0,50.87,47.37
1601.8,57.61,50.0,50.87,47.37
1602.0,57.61,50.0,50.87,47.37
1602.2,57.61,50.0,50.87,47.37
1602.4,57.61,50.0,50.87,47.37
1602.6,57.61,50.0,50.87,47.37
1602.8,57.61,50.0,50.87,47.37
1603.0,57.61,50.0,50.87,47.37
1603.2,57.61,50.0,50.87,47.37
1603.4,57.61,50.0,50.87,47.37
1603.6,57.61,50.0,50.87,47.37
1603.8,57.61,50.0,50.87,47.37
1604.0,57.61,50.0,50.87,47.37
1604.2,57.61,50.0,50.87,47.37
1604.4,57.61,50.0,50.87,47.37
1604.6,57.61,50.0,50.87,47.37
1604.8,57.61,50.0,50.87,47.37
1605.0,57.61,50.0,50.87,47.37
1605.2,57.61,50.0,50.87,47.37
1605.4,57.61,50.0,50.87,47.37
1605.6,57.61,50.0,50.87,47.37
1605.8,57.61,50.0,50.87,47.37
1606.0,57.61,50.0,50.87,47.37
1606.2,57.61,50.0,50.87,47.37
1606.4,57.61,50.0,50.87,47.37
1606.6,57.61,50.0,50.87,47.37
1606.8,57.61,50.0,50.87,47.37
1607.0,57.61,50.0,50.87,47.37
1607.2,57.61,50.0,50.87,47.37
1607.4,57.61,50.0,50.87,47.37
1607.6,57.61,50.0,50.87,47.37
1607.8,57.61,50.0,50.87,47.37
1608.0,57.61,50.0,50.87,47.37
1608.2,57.61,50.0,50.87,47.37
1608.4,57.61,50.0,50.87,47.63
1608.6,57.61,50.0,50.87,47.63
1608.8,57.61,50.0,50.87,47.63
1609.0,57.61,50.0,50.87,47.63
1609.2,57.61,50.0,50.87,47.63
1609.4,57.61,50.0,51.13,47.63
1609.6,57.61,50.0,51.13,47.63
1609.8,57.61,50.0,51.13,47.63
1610.0,57.61,50.0,51.13,47.63
1610.2,57.61,50.0,51.13,47.63
1610.4,57.61,50.0,51.13,47.63
1610.6,57.61,50.0,51.13,47.63
1610.8,57.87,50.0,51.13,47.63
1611.0,57.87,50.0,51.13,47.63
1611.2,57.87,50.0,51.13,47.63
1611.4,57.87,50.0,51.13,47.63
1611.6,57.87,50.0,51.13,47.63
1611.8,57.87,50.0,51.13,47.63
1612.0,57.87,50.0,51.13,47.63
1612.2,57.87,50.0,51.13,47.63
1612.4,57.87,50.0,51.13,47.63
1612.6,57.87,50.0,51.13,47.63
1612.8,57.87,50.0,51.13,47.63
1613.0,57.87,50.0,51.13,47.63
1613.2,57.87,50.0,51.13,47.63
1613.4,57.87,50.0,51.13,47.63
1613.6,57.87,50.0,51.13,47.63
1613.8,57.57,50.0,51.13,47.63
1614.0,57.57,50.0,51.13,47.63
1614.2,57.57,50.0,51.13,47.63
1614.4,57.57,50.0,51.13,47.63
1614.6,57.57,50.0,51.13,47.63
1614.8,57.57,50.0,51.13,47.63
1615.0,57.57,50.0,51.13,47.63
1615.2,57.57,50.0,51.13,47.63
1615.4,57.57,50.0,51.13,47.63
1615.6,57.57,50.0,51.13,47.63
1615.8,57.57,50.0,51.13,47.63
1616.0,57.57,50.0,51.13,47.63
1616.2,57.57,50.0,51.13,47.63
1616.4,57.57,50.0,51.13,47.63
1616.6,57.57,50.0,51.13,47.63
1616.8,57.57,50.0,51.13,47.63
1617.0,57.57,50.0,51.13,47.63
1617.2,57.57,50.0,51.13,47.63
1617.4,57.57,50.0,51.13,47.63
1617.6,57.57,50.0,51.13,47.63
1617.8,57.57,50.0,51.13,47.63
1618.0,57.57,50.0,51.13,47.63
1618.2,57.57,50.0,51.13,47.63
1618.4,57.57,50.0,51.13,47.63
1618.6,57.57,50.0,51.13,47.63
1618.8,57.57,50.0,51.13,47.63
1619.0,57.57,50.0,51.13,47.63
1619.2,57.57,50.0,51.13,47.63
1619.4,57.57,50.0,51.13,47.63
1619.6,57.57,50.0,51.13,47.63
1619.8,57.57,50.0,51.13,47.63
1620.0,57.57,50.0,51.13,47.63
1620.2,57.57,50.0,51.13,47.63
1620.4,57.57,50.0,51.13,47.63
1620.6,57.57,50.0,51.13,47.63
1620.8,57.57,50.0,51.13,47.63
1621.0,57.57,50.0,51.13,47.63
1621.2,57.57,50.0,51.13,47.63
1621.4,57.57,50.0,51.13,47.63
1621.6,57.57,50.0,51.13,47.63
1621.8,57.57,50.0,51.13,47.63
1622.0,57.57,50.0,51.13,47.63
1622.2,57.57,50.0,51.13,47.63
1622.4,57.57,50.0,51.13,47.63
1622.6,57.57,50.0,51.13,47.63
1622.8,57.57,50.0,51.13,47.63
1623.0,57.57,50.0,51.13,47.63
1623.2,57.57,50.0,51.13,47.63
1623.4,57.57,50.0,51.13,47.63
1623.6,57.57,50.0,51.13,47.63
1623.8,57.57,50.0,51.13,47.63
1624.0,57.57,50.0,51.13,47.63
1624.2,57.57,50.0,51.13,47.63
1624.4,57.57,50.0,51.13,47.63
1624.6,57.57,50.0,51.13,47.63
1624.8,57.57,50.0,51.13,47.63
1625.0,57.57,50.0,51.13,47.63
1625.2,57.57,50.0,51.13,47.63
1625.4,57.57,50.0,51.13,47.63
1625.6,57.57,50.0,51.13,47.63
1625.8,57.57,50.0,51.13,47.63
1626.0,57.57,50.0,51.13,47.63
1626.2,57.57,50.0,51.13,47.63
1626.4,57.57,50.0,51.13,47.63
1626.6,57.57,50.0,51.13,47.63
1626.8,57.57,50.0,51.13,47.63
1627.0,57.57,50.0,51.13,47.63
1627.2,57.57,50.0,51.13,47.63
1627.4,57.57,50.0,51.13,47.63
1627.6,57.57,50.0,51.13,47.63
1627.8,57.57,50.0,51.13,47.63
1628.0,57.57,50.0,51.13,47.63
1628.2,57.57,50.0,51.13,47.63
1628.4,57.57,50.0,51.13,47.63
1628.6,57.57,50.0,51.13,47.63
1628.8,57.57,50.0,51.13,47.63
1629.0,57.57,50.0,51.13,47.63
1629.2,57.57,50.0,51.13,47.63
1629.4,57.57,50.0,51.13,47.63
1629.6,57.57,50.0,51.13,47.63
1629.8,57.57,50.0,51.13,47.63
1630.0,57.57,50.0,51.13,47.63
1630.2,57.57,50.0,51.13,47.63
1630.4,57.57,50.0,51.13,47.63
1630.6,57.57,50.0,51.13,47.63
1630.8,57.57,50.0,51.13,47.63
1631.0,57.57,50.0,51.13,47.63
1631.2,57.57,50.0,51.13,47.63
1631.4,57.57,50.0,51.13,47.63
1631.6,57.57,50.0,51.13,47.63
1631.8,57.57,50.0,51.13,47.63
1632.0,57.57,50.0,51.13,47.63
1632.2,57.57,50.0,51.13,47.63
1632.4,57.57,50.0,51.13,47.63
1632.6,57.57,50.0,51.13,47.63
1632.8,57.57,50.0,51.13,47.63
1633.0,57.57,50.0,51.13,47.63
1633.2,57.57,50.0,51.13,47.63
1633.4,57.57,50.0,51.13,47.63
1633.6,57.57,50.0,51.13,47.63
1633.8,57.57,50.0,51.13,47.63
1634.0,57.57,50.0,51.13,47.63
1634.2,57.57,50.0,51.13,47.63
1634.4,57.57,50.0,51.13,47.63
1634.6,57.57,50.0,51.13,47.63
1634.8,57.57,50.0,51.13,47.63
1635.0,57.57,50.0,51.13,47.63
1635.2,57.57,50.0,51.13,47.63
1635.4,57.83,50.0,51.13,47.63
1635.6,57.83,50.0,51.13,47.63
1635.8,57.83,50.0,51.13,47.63
1636.0,57.83,50.0,51.13,47.63
1636.2,57.83,50.0,51.13,47.63
1636.4,57.83,50.0,51.13,47.63
1636.6,57.83,50.0,51.13,47.63
1636.8,57.83,50.0,51.13,47.63
1637.0,57.83,50.0,51.13,47.63
1637.2,57.83,50.0,51.13,47.63
1637.4,57.83,50.0,51.13,47.63
1637.6,57.83,50.0,51.13,47.63
1637.8,57.83,50.0,51.13,47.63
1638.0,57.83,50.0,51.13,47.63
1638.2,57.83,50.0,51.13,47.63
1638.4,57.83,50.0,51.13,47.63
1638.6,57.83,50.0,51.13,47.63
1638.8,57.83,50.0,51.13,47.63
1639.0,57.83,50.0,51.13,47.63
1639.2,57.83,50.0,51.13,47.63
1639.4,57.83,50.0,51.13,47.63
1639.6,57.83,50.0,51.13,47.63
1639.8,57.83,50.0,51.13,47.63
1640.0,57.83,50.0,51.13,47.63
1640.2,57.83,50.0,51.13,47.63
1640.4,57.83,50.0,51.13,47.63
1640.6,57.83,50.0,51.13,47.63
1640.8,57.83,50.0,51.13,47.63
1641.0,57.83,50.0,51.13,47.63
1641.2,57.83,50.0,51.13,47.63
1641.4,57.83,50.0,51.13,47.63
1641.6,57.83,50.0,51.13,47.63
1641.8,57.83,50.0,51.13,47.63
1642.0,57.83,50.0,51.13,47.63
1642.2,57.83,50.0,51.13,47.63
1642.4,57.83,50.0,51.13,47.63
1642.6,57.83,50.0,51.13,47.63
1642.8,57.83,50.0,51.13,47.63
1643.0,57.83,50.0,51.13,47.63
1643.2,57.83,50.0,51.13,47.63
1643.4,57.83,50.0,51.13,47.63
1643.6,57.83,50.0,51.13,47.63
1643.8,57.83,50.0,51.13,47.63
1644.0,57.83,50.0,51.13,47.63
1644.2,57.83,50.0,51.13,47.63
1644.4,57.83,50.0,51.13,47.63
1644.6,57.83,50.0,51.13,47.63
1644.8,57.83,50.0,51.13,47.63
1645.0,57.83,50.0,51.13,47.63
1645.2,57.83,50.0,51.13,47.63
1645.4,57.83,50.0,51.13,47.63
1645.6,57.83,50.0,51.13,47.63
1645.8,57.83,50.0,51.13,47.63
1646.0,57.83,50.0,51.13,47.63
1646.2,57.83,50.0,51.13,47.63
1646.4,57.83,50.0,51.13,47.63
1646.6,57.83,50.0,51.13,47.63
1646.8,57.83,50.0,51.13,47.63
1647.0,57.83,50.0,51.13,47.63
1647.2,57.83,50.0,51.13,47.63
1647.4,57.83,50.0,51.13,47.63
1647.6,57.83,50.0,51.13,47.63
1647.8,57.83,50.0,51.13,47.63
1648.0,57.83,50.0,51.13,47.63
1648.2,57.83,50.0,51.13,47.63
1648.4,57.83,50.0,51.13,47.63
1648.6,57.83,50.0,51.13,47.63
1648.8,57.83,50.0,51.13,47.63
1649.0,57.83,50.0,51.13,47.63
1649.2,57.83,50.0,51.13,47.63
1649.4,57.83,50.0,51.13,47.63
1649.6,57.83,50.0,51.39,47.63
1649.8,57.83,50.0,51.39,47.63
1650.0,57.83,50.0,51.39,47.63
1650.2,57.83,50.0,51.39,47.63
1650.4,57.83,50.0,51.39,47.63
